stock_number,brand,model,sub_type,horse_power,gear_type,fuel_type,mileage,build_year,co2_emission,expected_sales_price,sold_price
JS70707,Citroen,C4 Cactus,1.2 PureTech,110,Manual,Benzin,51618,2015,100,12999,12999.0
SF06491,Alfa Romeo,MiTo,1.3 JTDm,85,Manual,Diesel,65497,2013,90,9290,9299.0
YX24091,Jaguar,XE,2.0 AJ200d,180,Automatic,Diesel,84906,2016,111,20799,20799.0
BM03621,Seat,Arona,1.6 TDI,95,Manual,Diesel,33802,2019,113,17900,17899.0
LL68545,Mazda,CX-3,1.8 D,116,Manual,Diesel,78125,2019,114,19100,18499.0
CE08393,Toyota,Auris,1.8 Hybrid,100,Automatic,Other,49962,2018,91,16299,16299.0
BA22399,Kia,Sportage,1.6 GDI,132,Manual,Benzin,31965,2018,156,19599,19299.0
WD14798,Seat,Ateca,1.0 TSI,115,Manual,Benzin,107339,2017,119,17750,17799.0
ZU87743,Ford,EcoSport,1.5 TDCi,100,Manual,Diesel,35174,2018,107,16999,16999.0
PZ54784,Citroen,C-Elysée,1.5 BlueHDi,102,Manual,Diesel,10569,2019,104,14699,14699.0
ZM24541,Seat,Ibiza,1.6 TDI,90,Manual,Diesel,34451,2014,109,10250,10299.0
ER61024,Citroen,C4 Cactus,1.2 PureTech SS,110,Automatic,Benzin,53726,2019,117,17490,17099.0
BB39020,MINI,MINI,Cooper,135,Manual,Benzin,44002,2014,109,14250,14299.0
UY80469,Opel,Adam,1.4 XEL,87,Manual,Benzin,12724,2017,119,11999,11699.0
LA93315,Volkswagen,Tiguan,2.0 TDI 110kw 150cv ,150,Manual,Diesel,47831,2018,125,30990,30699.0
XD86817,Citroen,C4 Grand Picasso,1.2 e-THP,130,Manual,Benzin,78995,2018,116,18999,18999.0
TZ07817,Mercedes-Benz,C-Klasse,220 d,170,Automatic,Diesel,62712,2018,120,29999,29099.0
SB60242,Honda,Civic,1.5 VTEC,182,Manual,Benzin,23703,2018,128,24550,24599.0
XT78328,Ford,S-Max,2.0 TDCi,140,Semi-Automatic,Diesel,102304,2014,149,15999,15999.0
BA06374,Nissan,Juke,1.5 Turbodiesel,110,Manual,Diesel,65260,2015,104,13900,12499.0
PV08489,Citroen,Berlingo,1.6 Blue-HDi,100,Manual,Diesel,49266,2018,113,18999,18999.0
XS95715,Lexus,CT-Serie,CT 200h,100,Automatic,Other,32296,2018,88,22400,19999.0
HZ32719,Renault,Arkana,1.3 TCe EDC ,140,Automatic,Other,18573,2021,133,27990,27999.0
BB33554,Peugeot,508,2.0 Blue-HDi,150,Manual,Diesel,92298,2017,109,17800,17199.0
EK27064,Fiat,500C,1.0 Hybrid,70,Manual,Other,10817,2021,119,16600,16599.0
XA35446,Opel,Corsa,1.4,90,Manual,Benzin,14371,2018,130,13350,13399.0
NS75868,Ford,Fiesta,1.25 Duratec,82,Manual,Benzin,86409,2014,120,9499,9099.0
BJ45888,Peugeot,Expert,1.6 BlueHDi 85kw 115cv,115,Manual,Diesel,62246,2017,133,22000,21999.0
AV80182,Toyota,Avensis,1.6 D-4D,110,Manual,Diesel,111716,2015,109,12990,12899.0
GG87706,Audi,Q3,2.0 TDI,150,Manual,Diesel,27662,2018,119,27999,27499.0
JJ51492,Peugeot,Partner,Tepee 1.6 Blue-HDi,100,Manual,Diesel,17512,2018,113,17799,17799.0
KA54012,Toyota,Yaris,1.5,110,Manual,Benzin,31823,2018,116,13990,13599.0
UH38681,Nissan,X-Trail,1.3 DIGT NConnecta 7P,159,Automatic,Benzin,22768,2019,150,25400,25899.0
BV17710,Nissan,Micra, IGT,101,Manual,Benzin,13459,2019,103,14250,14299.0
DZ63680,Citroen,Berlingo,1.5 Blue-HDi,102,Manual,Diesel,53997,2018,112,22500,22199.0
MA14565,Mercedes-Benz,C-Klasse,C 220 d,170,Automatic,Diesel,105580,2015,117,25899,25399.0
CZ84687,Citroen,C3 Picasso,1.6 BlueHDi,100,Manual,Diesel,68851,2016,101,10750,10799.0
AF03506,Renault,Captur,0.9 Energy,90,Manual,Benzin,27998,2016,113,13990,12999.0
GN85111,Citroen,C4 Cactus,1.2 Puretech,110,Manual,Benzin,68320,2015,107,11999,11999.0
MR33444,Mitsubishi,ASX,1.6 DI-D,115,Manual,Diesel,62320,2018,119,18500,18099.0
KM20866,BMW,3er,316d,115,Manual,Diesel,112598,2013,118,14900,14699.0
YL32646,Seat,Ibiza,1.2 TSI,90,Manual,Benzin,5554,2017,116,12999,12999.0
FU69751,Volkswagen,Polo,1.2 TSI,90,Duplex,Benzin,80664,2016,109,13150,11899.0
ZS29029,Ford,Ka+,1.2 Ti-VCT,85,Manual,Benzin,18154,2016,114,10849,10799.0
XU60881,Seat,Ibiza,1.0,80,Manual,Benzin,33504,2019,112,14999,14999.0
PJ56179,Citroen,Berlingo,1.2 e-THP,110,Manual,Benzin,86311,2016,119,14999,14999.0
XC92061,Ford,Fiesta,1.25,82,Manual,Benzin,77095,2016,120,9850,9399.0
XA26391,Peugeot,308,1.2 PureTech,130,Manual,Benzin,12801,2019,102,18600,17099.0
UG71452,Opel,Zafira Tourer,1.4 Turbo,140,Manual,Benzin,32281,2017,143,16500,15599.0
SK16851,Nissan,Micra,1.0,70,Manual,Benzin,82691,2017,103,10990,10999.0
AS72697,Peugeot,5008,1.2 e-THP,130,Manual,Benzin,11011,2019,120,26999,26999.0
MG08382,Peugeot,3008,1.2 e-THP,130,Manual,Benzin,29109,2018,120,23999,23999.0
SD14737,Seat,Arona,1.0 TSI,115,Automatic,Benzin,54260,2018,112,19890,19299.0
DK01486,Ford,Ka,1.2,70,Manual,Benzin,83017,2015,115,7150,6699.0
XR62410,Peugeot,Partner,1.2 PureTech,110,Manual,Benzin,72203,2018,119,15900,15899.0
ZU92212,Seat,Leon,ST 1.8 TSI,180,Automatic,Benzin,95898,2015,150,16800,16599.0
JS94834,Citroen,C4 Grand Picasso,1.2 e-THP,130,Manual,Benzin,76359,2017,116,17599,17599.0
YV83738,Citroen,C3,1.2 VTi,82,Manual,Benzin,15180,2018,110,13499,13499.0
AY12131,Hyundai,Tucson,1.6,132,Manual,Benzin,50190,2017,147,18700,17899.0
DP23053,Renault,Megane,1.5 dCi,110,Manual,Diesel,35021,2018,95,15990,15999.0
JU67400,Hyundai,IONIQ,1.6 GDI HEV,141,Automatic,Other,36132,2019,85,19799,19799.0
PK01559,Seat,Ibiza,SC 1.2 TSI,90,Manual,Benzin,75318,2016,116,12299,11699.0
VW04264,Volkswagen,Polo,1.2 60cv,60,Manual,Benzin,136050,2013,128,8399,8299.0
SW14947,Nissan,Pulsar,1.2,116,Manual,Benzin,128576,2016,117,12299,12299.0
RC89873,BMW,X1,1.5 ,140,Automatic,Benzin,22654,2018,124,29900,28699.0
NB29624,Opel,Corsa,1.4,90,Manual,Benzin,93825,2017,120,9999,9999.0
KN50055,Kia,Rio,1.2 CVVT 84cv ,85,Manual,Benzin,40447,2016,115,11500,11299.0
UJ05618,Renault,Megane,1.2 TCe SS ,115,Manual,Benzin,9953,2015,119,12199,12199.0
LB77292,Citroen,C4 Grand Picasso,1.6 VTi,120,Manual,Benzin,18680,2014,145,14499,14499.0
FF51933,Smart,forfour,0.9 SS,90,Automatic,Benzin,16399,2019,117,15800,15799.0
HP23915,Dacia,Sandero II,1.5 Blue dCi,95,Manual,Diesel,42037,2019,102,14799,14799.0
DU33739,Volkswagen,Polo,1.2 TSI,90,Manual,Benzin,108254,2013,119,9199,9199.0
ES33299,Volkswagen,Polo,1.0,80,Manual,Benzin,13252,2019,106,16600,14599.0
HB17026,Seat,Ibiza,1.2 TSI,90,Manual,Benzin,3842,2017,116,14000,14299.0
EN62820,BMW,3er,318d,150,Automatic,Diesel,102876,2017,111,21599,21599.0
CB48579,Peugeot,3008,1.6 Style,120,Manual,Benzin,48061,2014,155,12600,12099.0
EC17087,BMW,3er,320d,190,Automatic,Diesel,95744,2016,111,23500,21499.0
YW68418,Ford,Tourneo,1.0 EcoBoost,100,Manual,Benzin,122741,2017,120,13875,13899.0
VW15500,Seat,Ibiza,1.0 ,75,Manual,Benzin,40513,2019,112,12999,12799.0
ET11395,Citroen,C3,1.2 PureTech,82,Manual,Benzin,6425,2020,97,16150,15799.0
PY85472,Opel,Adam,1.4,87,Manual,Benzin,12631,2018,128,13400,13399.0
BX89757,Kia,Carens,1.6 GDi 135CV,135,Manual,Benzin,81276,2016,143,14200,14199.0
XP33526,Audi,Q3,2.0 TDI,140,Manual,Diesel,133577,2012,137,16790,16199.0
FG56673,Seat,Ateca,1.5 TSI,150,Manual,Benzin,58887,2018,126,22350,21399.0
SB28997,Renault,Clio,0.9 Energy,90,Manual,Benzin,21040,2017,105,13299,13299.0
TP15021,Audi,Q2,1.6 TDI,115,Manual,Diesel,21407,2018,120,25699,25299.0
NS95980,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,66433,2018,127,12199,11999.0
SB69010,Renault,Clio,1.6 Hybrid E-Tech,140,Automatic,Other,4152,2021,100,21990,21999.0
FY72529,Citroen,C3,1.6 Blue-HDi,75,Manual,Diesel,33545,2016,90,10999,10799.0
HA85325,Dacia,Duster II,1.0 TCe,101,Manual,Benzin,31345,2019,126,16699,16699.0
LL11950,BMW,1er,116d,116,Automatic,Diesel,46288,2019,100,29999,28999.0
MT03935,Kia,Sportage,1.6 GDI,132,Manual,Benzin,49249,2019,156,18999,19799.0
MY74023,Mercedes-Benz,B-Klasse,B 180 CDI,110,Automatic,Diesel,114994,2015,111,18499,17799.0
MZ38039,Seat,Leon,1.6 TDI,90,Manual,Diesel,79047,2013,108,11799,11799.0
EE40094,Volkswagen,Golf VI,1.4 TSI,160,Manual,Benzin,129996,2011,145,10999,10999.0
FL81449,Hyundai,Tucson,1.7 CRDi,115,Manual,Diesel,112523,2015,119,16999,16999.0
EW99795,Citroen,C3,1.2 e-THP,110,Manual,Benzin,36355,2018,107,15510,14499.0
VF62061,Seat,Leon,1.5 TSI,150,Automatic,Benzin,15054,2019,122,20539,19199.0
FJ73118,Toyota,Auris,1.2 Turbo,115,Manual,Benzin,100056,2017,112,14299,14299.0
LH84865,Fiat,Panda,1.2,70,Manual,Benzin,25508,2017,119,9999,9999.0
LY88983,Chevrolet,Orlando,2.0 Diesel,163,Manual,Diesel,145225,2011,159,8199,8199.0
AY43055,Hyundai,Tucson,1.6,132,Manual,Benzin,10717,2020,152,22099,22099.0
PF52905,Hyundai,i20,1.2,85,Manual,Benzin,14851,2018,112,12400,12199.0
KY25291,Honda,CR-V,1.6 DTEC,160,Automatic,Diesel,69637,2015,134,21990,20799.0
ZT60727,Volvo,S 60,1.6 D2,115,Manual,Diesel,105173,2011,114,11599,11199.0
CX41395,Kia,Stonic,1.0 TGDI,120,Manual,Benzin,35326,2018,115,16350,15999.0
WC17380,Peugeot,3008,BlueHDi 96kw 130cv ,130,Automatic,Diesel,88896,2018,108,25600,25599.0
BY54362,MINI,MINI,Cooper D,110,Manual,Diesel,61039,2014,99,12100,12099.0
YG50281,Mitsubishi,ASX,160,117,Manual,Benzin,25297,2019,152,18399,17699.0
ZK28326,Mitsubishi,Eclipse Cross,1.5 Challenge,163,Manual,Benzin,50042,2018,151,19500,18499.0
MA36608,Citroen,C3,PureTech ,82,Manual,Benzin,22195,2016,107,10990,10999.0
HN53167,Citroen,C4 Cactus,1.6 Blue-HDi,100,Manual,Diesel,90654,2017,95,12499,12499.0
MU29154,Renault,Kangoo,1.5 dCi,90,Manual,Diesel,89587,2018,123,14490,13899.0
YU24717,Mercedes-Benz,GLA-Klasse,GLA 200 d,135,Automatic,Diesel,46794,2018,147,28000,26999.0
ZM06139,Audi,Q5,2.0 TDI clean,190,Automatic,Diesel,95209,2015,154,25999,25299.0
NU95644,Volkswagen,Golf VII,1.6 TDI,115,Manual,Diesel,74700,2017,106,17000,15999.0
RS12855,Hyundai,i20,1.4 CRDi,90,Manual,Diesel,45134,2017,106,14000,12599.0
HN64800,MINI,MINI,Cooper,135,Manual,Benzin,75583,2016,107,16499,16099.0
TC41626,Ford,Tourneo,1.0 EcoBoost 74kw 100cv,100,Manual,Benzin,47052,2019,131,17299,17299.0
ZA00108,Suzuki,Vitara,1.6,120,Manual,Benzin,58469,2017,123,16899,16899.0
XX64252,BMW,2er,218d ,150,Manual,Diesel,147108,2015,109,15499,15099.0
YK05208,Hyundai,ix35,1.6 GDi,135,Manual,Benzin,91634,2015,158,13490,13199.0
WG84689,Renault,Captur,1.3 TCe,131,Duplex,Benzin,38822,2019,128,20999,20999.0
HV36935,Ford,Fiesta,1.25,82,Manual,Benzin,47247,2011,129,7499,7499.0
EA99149,Kia,Rio,1.2 Concept,85,Manual,Benzin,71795,2017,1,11399,10299.0
CU87452,Ford,Fiesta,1.4 TDCi,68,Manual,Diesel,64417,2010,110,7699,7699.0
SK66035,Opel,Crossland X,1.6T 88 120 ,120,Manual,Diesel,70572,2017,105,15499,14699.0
MS90283,Seat,Ibiza,1.2 TSI,90,Manual,Benzin,9138,2017,116,13299,13299.0
EB41934,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,67057,2016,108,13299,12899.0
LP35697,Peugeot,3008,1.5 BlueHDi,130,Manual,Diesel,60861,2018,109,23999,23599.0
JE44432,Ssangyong,Tivoli,1.6,128,Manual,Benzin,94536,2018,159,14750,14199.0
DD39579,Jeep,Renegade,1.6,110,Manual,Benzin,33503,2018,141,18650,18699.0
DP56741,Citroen,C4 Cactus,BlueHDi,100,Manual,Diesel,69887,2015,92,12999,12899.0
HW24755,Citroen,C3,1.2 VTi,82,Manual,Benzin,38898,2017,109,13300,13299.0
PX09985,Honda,Civic,1.5 VTEC,182,Manual,Benzin,39931,2018,131,24329,21699.0
JF05369,Toyota,Auris Touring Sports,Hybrid,100,Automatic,Other,151586,2015,92,12900,12899.0
GY85941,Audi,Q5,2.0 TDI quattro,190,Automatic,Diesel,132274,2017,133,33999,32499.0
LR71122,Citroen,C-Elysée,BlueHDi,102,Manual,Diesel,14597,2020,95,14999,14999.0
LM55909,Seat,Arona,1.0 TSI,115,Manual,Benzin,62346,2019,114,17499,17499.0
KM83234,Kia,Picanto,1.0,65,Manual,Benzin,49696,2016,105,8900,8499.0
UB27851,Mercedes-Benz,A-Klasse,A 200 CDI,135,Duplex,Diesel,88004,2017,103,24650,22499.0
MN72332,Nissan,Qashqai,1.3 DIGT ED6,159,Automatic,Benzin,7897,2019,131,22000,21999.0
DG48374,Mercedes-Benz,GLA-Klasse,GLA 200 d,135,Automatic,Diesel,82549,2017,115,26499,26499.0
NW59859,Volkswagen,Passat,2.0 TDI,150,Manual,Diesel,111861,2015,107,17200,15999.0
AL17027,Abarth,595,1.4,160,Manual,Benzin,34984,2018,139,19490,17699.0
CS02271,Seat,Leon,2.0 TDI,150,Manual,Diesel,64424,2017,112,17750,17799.0
ZH58235,Volkswagen,T-Roc,1.5 TSI,150,Manual,Benzin,40970,2019,123,25299,25299.0
RM50590,Volkswagen,Tiguan,2.0 TDI,140,Manual,Diesel,113343,2011,139,13990,13999.0
VK86471,Citroen,C3,1.2 e-THP,110,Automatic,Benzin,26753,2018,120,15999,15999.0
ZF39463,Volkswagen,Golf VII,1.4 TSI,125,Manual,Benzin,65284,2017,120,17999,17599.0
HN82778,Ford,Ka,1.2,70,Manual,Benzin,87545,2014,115,6999,6999.0
KT82538,Mazda,CX-3,2.0 Skyactiv-G,121,Manual,Benzin,20144,2018,141,20746,18599.0
BK29018,Hyundai,Kona,1.0 TGDI,120,Manual,Benzin,15281,2020,120,17590,17599.0
SN72637,Kia,Stonic,1.0 TGDI,120,Manual,Benzin,22583,2019,130,17499,17499.0
HD09741,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,10857,2018,127,13290,12499.0
EC87417,Subaru,XV,1.6i,115,Automatic,Benzin,19916,2020,157,21999,21499.0
PE12363,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,116033,2017,87,19990,19499.0
BK60679,Nissan,Qashqai,DIGT,115,Manual,Benzin,28317,2018,129,21500,20099.0
JL80845,Mercedes-Benz,A-Klasse,A 220 CDI,170,Duplex,Diesel,58766,2014,109,22999,22999.0
AL28135,BMW,1er,118i,135,Automatic,Benzin,45216,2018,131,23999,22899.0
TW02167,MINI,Countryman,Cooper D,110,Manual,Diesel,90632,2016,111,17499,16499.0
VT32226,Seat,Leon,1.2 TSI,110,Manual,Benzin,70436,2017,114,13780,13399.0
YN00605,Smart,fortwo,0.9 Turbo,90,Duplex,Benzin,37716,2017,96,12800,12999.0
GC51507,Peugeot,3008,2.0 Blue-HDi,150,Manual,Diesel,54327,2018,114,25000,25499.0
TX88018,Citroen,C4 Cactus,1.2 e-VTi,82,Manual,Benzin,41025,2017,107,13100,12499.0
LG64070,Mercedes-Benz,B-Klasse,B 180 CDI,110,Duplex,Diesel,56306,2013,116,16999,16999.0
RP17803,BMW,3er,320d,190,Manual,Diesel,67011,2016,116,24399,23899.0
UF85909,Citroen,Berlingo,1.5 Blue-HDi,102,Manual,Diesel,2589,2020,137,25500,25499.0
SC94577,Volvo,XC 60,2.0 D4,180,Manual,Diesel,146981,2014,117,18900,18099.0
JV85841,Peugeot,2008,1.5 Blue-HDi,110,Manual,Diesel,15957,2020,117,24900,24899.0
TS78425,Toyota,Auris,1.8 Hybrid,100,Automatic,Other,82030,2017,91,17490,16999.0
LR40831,Nissan,Qashqai,1.5 dCi,116,Manual,Diesel,13298,2019,100,23520,20999.0
GV47200,Citroen,C3,Blue-HDi,75,Manual,Diesel,103430,2017,93,10750,10799.0
YH46846,Citroen,DS3 Cabrio,1.6 THP S&S,165,Manual,Benzin,35264,2017,129,17999,17699.0
US37966,Mercedes-Benz,CLA-Klasse,CLA 220 d,170,Duplex,Diesel,119348,2014,111,19999,19999.0
LB61792,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,70236,2017,108,15499,15499.0
JM28144,Peugeot,Partner,TEEPE Style ,100,Manual,Diesel,95492,2017,113,17100,17099.0
CZ96098,Peugeot,208,Access,68,Manual,Benzin,97145,2014,99,8699,8699.0
GP47927,DS Automobiles,DS7 Crossback,1.6 PureTech,181,Automatic,Benzin,39050,2018,134,30368,31499.0
EX69916,Renault,Kadjar,1.2 TCe Energy,130,Manual,Benzin,121569,2018,132,17699,17699.0
SS19455,Volkswagen,Caddy,Kombi  ,110,Manual,Diesel,119318,2013,171,13650,13699.0
JM83263,Toyota,C-HR,1.8 125H,122,Automatic,Other,81413,2018,86,20999,20999.0
NR76271,Mercedes-Benz,A-Klasse,A 200 CDI,135,Automatic,Diesel,120307,2013,116,19299,18899.0
GS81128,Kia,Sportage,1.6 GDI,135,Manual,Benzin,68007,2014,158,14500,13199.0
HX95719,Peugeot,208,1.2 e-VTi,82,Manual,Benzin,49129,2018,109,11900,11899.0
JN22160,Citroen,C4 Grand Picasso,1.6 Blue-HDi,120,Manual,Diesel,89342,2016,105,15999,15999.0
EL37102,Citroen,Berlingo,1.6 Blue-HDi,100,Semi-Automatic,Diesel,70054,2016,109,15999,15999.0
HL80711,Opel,Astra K,1.4 SIDI Turbo,125,Manual,Benzin,83235,2016,117,13399,13399.0
ZM71064,Kia,Rio,1.2 CVVT,85,Manual,Benzin,41457,2016,109,11499,11399.0
AG63041,Toyota,Yaris,1.5  110,110,Manual,Benzin,54984,2017,112,11990,11999.0
ZL11922,Peugeot,308,1.6 Blue-HDi,120,Manual,Diesel,67964,2017,98,15999,15999.0
EC25091,Jeep,Compass,1.4 M-Air,140,Manual,Benzin,50474,2018,143,22799,22799.0
ZW07417,Ford,Tourneo,Courier 1.0 EcoBoost,100,Manual,Benzin,43423,2017,120,15500,15399.0
RZ55620,Peugeot,308,1.6 HDi,92,Manual,Diesel,57164,2013,95,10990,10999.0
RN26111,Dacia,Dokker,1.3 TCe,131,Manual,Benzin,12744,2019,143,18299,18299.0
CY92267,Citroen,C-Elysée,1.2 PureTech,82,Manual,Benzin,78130,2016,110,10499,10499.0
AP42688,Dacia,Sandero II,1.5 dCi,90,Manual,Diesel,34402,2017,98,12999,12999.0
MZ76349,Hyundai,Tucson,1.7 CRDi,115,Manual,Diesel,117684,2016,119,17370,17499.0
YT91375,Peugeot,308,1.6 Blue-HDi,100,Manual,Diesel,47653,2018,95,14899,14299.0
ZP61651,Nissan,Juke,1.2,115,Manual,Benzin,83353,2016,128,14450,14399.0
JX70655,Skoda,Octavia,1.0 TSI,115,Manual,Benzin,30470,2019,114,18100,17599.0
HB33880,Hyundai,i20 Active,1.0 TGDI,101,Manual,Benzin,15136,2019,115,14999,13799.0
CJ59342,Opel,Corsa,1.4,90,Manual,Benzin,28362,2016,120,10999,10999.0
SB38092,BMW,1er,116d,115,Manual,Diesel,39378,2019,114,22600,21099.0
ZF64588,Honda,Civic,1.5 VTEC,182,Automatic,Benzin,17056,2017,132,22900,22599.0
YW67182,Mazda,3,2.0,120,Automatic,Benzin,106038,2014,128,14750,14599.0
AU92641,Citroen,C3,1.2 PureTech,82,Manual,Benzin,24603,2018,109,13750,12999.0
UF85503,Toyota,Auris,130,132,Manual,Benzin,68916,2015,138,12800,12799.0
VE02977,Volkswagen,Polo,1.0 TSI,95,Manual,Benzin,12720,2018,104,16399,16399.0
WD99496,Audi,Q2,1.4 TFSI ,150,Automatic,Benzin,12983,2018,123,28000,25299.0
ZH14908,Opel,Mokka X,1.4 T 140CV 4X2 ,140,Manual,Benzin,83979,2017,140,15800,15899.0
NL87622,Citroen,C4 Grand Picasso,Puretech 130 SS 6v ,130,Manual,Benzin,77749,2016,116,16690,16699.0
ZC77349,Kia,Stonic,1.0 TGDI,120,Manual,Benzin,15269,2020,130,19500,17399.0
CZ22159,Volkswagen,Tiguan,2.0 TDI,110,Manual,Diesel,71014,2015,139,17749,16699.0
TW76571,Audi,A1,30 TFSI,116,Manual,Benzin,44423,2018,111,22499,22199.0
DB01508,Opel,Grandland X,1.6 CDTI DPF,120,Manual,Diesel,74953,2018,104,18000,17399.0
AA26954,Peugeot,3008,1.5 Blue-HDi,130,Manual,Diesel,55379,2018,109,27490,24299.0
CT44844,Citroen,C4 Grand Picasso,1.6 e-HDi,115,Manual,Diesel,79382,2014,105,14599,14599.0
FC33940,Nissan,Juke,1.6,95,Manual,Benzin,55295,2017,138,13999,13999.0
LT71949,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,135,Manual,Diesel,97788,2016,115,24500,21299.0
LT73249,Seat,Ibiza,1.4 TDI,90,Manual,Diesel,102819,2018,1,11600,11499.0
ZC26630,Fiat,Freemont,2.0 Multijet,140,Manual,Diesel,120197,2013,169,12999,12999.0
ZR25458,Kia,Picanto,1.0 CVVT,67,Manual,Benzin,25252,2019,113,11400,10299.0
JA86297,Dacia,Sandero II,TCe 90,90,Manual,Benzin,88257,2016,115,10900,10699.0
KS26884,Opel,Astra K,1.6 CDTI ,135,Manual,Diesel,149680,2018,95,12999,12799.0
DN30313,Toyota,Verso,Advance,110,Manual,Diesel,67136,2014,119,13300,13399.0
JB51989,Ford,Focus,1.0 EcoBoost 92,125,Manual,Benzin,52046,2017,108,13400,13399.0
TM77086,Volvo,V 90,2.0 D4,190,Automatic,Diesel,78075,2018,127,24725,25599.0
KX40185,Kia,Sportage,1.6 GDI,132,Manual,Benzin,33871,2017,156,18490,18499.0
TZ87019,Hyundai,Santa Fe,2.2 CRDi Style ,197,Automatic,Diesel,149433,2014,178,18900,18899.0
UW59558,Kia,Rio,1.2,85,Manual,Benzin,55184,2016,109,10999,10999.0
EL34713,Citroen,C3,1.2 PureTech,82,Manual,Benzin,23302,2018,109,15000,13299.0
PT99301,Citroen,Berlingo,1.5 Blue-HDi,102,Manual,Diesel,75601,2018,114,23050,23699.0
CJ12476,Volkswagen,Golf VII,1.4 TSI,125,Manual,Benzin,65038,2018,122,19999,19999.0
YN27035,Kia,Sportage,1.6 GDI,132,Manual,Benzin,57090,2018,156,17350,17199.0
ZM10544,Peugeot,3008,1.6 Blue-HDi,120,Manual,Diesel,117445,2014,108,13150,12399.0
RH58432,Peugeot,3008,Style ,120,Manual,Diesel,83857,2015,108,12699,12499.0
GH81372,Citroen,C3,1.2 PureTech,82,Manual,Benzin,23620,2018,110,13999,13999.0
LA40518,Fiat,500X,2.0 Multijet,140,Automatic,Diesel,36314,2015,144,16590,16899.0
HF86816,Hyundai,i20,1.2 MPI,85,Manual,Benzin,26943,2015,112,11500,10599.0
EY98422,Peugeot,308,1.2 PureTech,110,Manual,Benzin,61971,2017,105,13800,13299.0
KU66050,Renault,Grand Scenic,1.2 TCe Energy,132,Manual,Benzin,57654,2017,136,18400,18399.0
TD04838,Skoda,Fabia,1.0 TSI,95,Manual,Benzin,41940,2019,106,13590,12899.0
SU63163,Volkswagen,Golf VII,1.5 TSI,150,Manual,Benzin,74976,2017,116,22999,22799.0
LK28494,Dacia,Duster II,1.5 Blue dCi,116,Manual,Diesel,31346,2019,111,19499,19499.0
SF34441,Nissan,Juke,1.5 Turbodiesel,110,Manual,Diesel,61037,2016,104,13990,13499.0
DZ72693,Fiat,500,1.2,70,Manual,Benzin,68832,2018,115,12140,10499.0
NY36023,Renault,Clio,1.5 dCi,105,Manual,Diesel,45619,2009,123,7699,7699.0
DE12012,Volkswagen,Tiguan,1.4 TSI,125,Manual,Benzin,94936,2018,135,22499,22499.0
AY37624,Mazda,CX-5,2.0,165,Manual,Benzin,17884,2018,146,25500,24499.0
JC88430,Renault,Clio,1.6 TCe Energy,220,Automatic,Benzin,54046,2017,135,20900,20599.0
PZ96677,Volkswagen,Touran,2.0 TDI,150,Manual,Diesel,101345,2016,120,22990,22999.0
DX85198,Peugeot,3008,1.2 e-THP,130,Manual,Benzin,106997,2017,117,19500,18899.0
AT83829,Renault,Captur,Zen Energy,90,Manual,Benzin,49176,2015,113,12499,12499.0
KS85725,Citroen,Spacetourer,1.5 Blue-HDi,120,Manual,Diesel,56763,2018,127,26500,26499.0
TF00898,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,31748,2017,75,14990,14999.0
GV71538,Citroen,Berlingo,1.5 Blue-HDi,102,Manual,Diesel,100048,2019,115,22999,22999.0
TM52478,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,62091,2019,87,16499,16499.0
MF96303,Dacia,Duster II,1.6 Comfort 4x2,114,Manual,Benzin,35136,2018,149,14990,14999.0
AA79476,Hyundai,Tucson,1.6 T-GDI HEV 169kW 230CV,179,Automatic,Other,12285,2021,127,32700,32699.0
DW80976,Dacia,Sandero II,1.0 ,73,Manual,Benzin,8450,2019,120,10899,10899.0
HX27242,Opel,Corsa,1.2,101,Manual,Benzin,27495,2020,97,17999,17699.0
CS45343,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,29006,2019,89,17600,17499.0
VY73489,Volkswagen,Polo,1.0 TSI Advance,95,Manual,Benzin,41807,2018,104,15600,14199.0
YM73571,Ford,Kuga,2.0 EcoBlue Hybrid,150,Manual,Other,31015,2020,111,28500,27899.0
ZS22645,Seat,Ibiza,1.2 TSI,90,Manual,Benzin,20427,2016,116,11799,11799.0
ZT70126,Mazda,CX-3,2.0 Skyactiv-G,121,Automatic,Benzin,19982,2018,140,20490,20499.0
WU35175,Citroen,C3,1.2 VTi,82,Manual,Benzin,52636,2019,110,13699,12899.0
TZ34827,Renault,Megane,Business,95,Manual,Diesel,39157,2019,95,14750,14799.0
ZN85604,BMW,X1,sDrive 18d,143,Automatic,Diesel,142950,2013,132,15499,15499.0
BE48987,Citroen,C4 Picasso,BlueHDi,120,Manual,Diesel,70108,2016,100,14999,14999.0
WD61542,Peugeot,208,1.2 PureTech,101,Manual,Benzin,20726,2020,98,18999,18999.0
UB75605,Ford,Kuga,1.5 EcoBoost,150,Manual,Benzin,51812,2019,157,21999,21999.0
